movie_id,actor_id,character
114472,1431651,Himself
114472,1431653,Dominic
114472,1431654,Iruza
114472,1431655,Village Elder
114472,1431656,Eze
114472,1431657,Midwife
114472,1431658,James
140693,33923,Johnny Jones
140693,121039,Narrator
25918,2090,Midge Kelly
25918,94343,Grace Diamond
25918,11128,Connie Kelly
25918,11033,Tommy Haley
25918,12498,Emma Bryce
25918,83442,Palmer Harris
25918,85361,Harris
31516,13294,Gabey
31516,4347,Chip
31516,109614,Brunhilde Esterhazy
31516,15008,Claire Huddesen
31516,103704,Ozzie
31516,77675,Ivy Smith
31516,3367,Madame Dilyovska
43437,129520,Eve Barrett
43437,105636,Jack Spratt
43437,1793,Jose O'Rourke
43437,109614,Betty Barrett
43437,4966,Joe Backett
43437,579763,Xavier Cugat
43437,2097,Lukie Luzette
83773,33923,Pepe Le Pew / Perfume Shop Owner / Gendarme (voice)
83773,153265,Cat
162366,20113,Narrator
39314,33716,Jill Young
39314,8258,Gregg Johnson
39314,3243,Max O'Hara
39314,74875,Windy
39314,13298,Jones
39314,1086915,Crawford
39314,104714,Smith
43440,854,Monty Stratton
43440,41216,Ethel
43440,9067,Barney Wile
43440,11025,Ma Stratton
43440,96243,Eddie Dibson
43440,105018,Ted Lyons
43440,89728,Josh Higgins
43386,12515,Cyrano de Bergerac
43386,88975,Roxane
43386,46099,Christian de Neuvillette
43386,31977,Le Bret
43386,106005,Antoine Comte de Guiche
43386,34497,Ragueneau
43386,98966,Duenna
705,3361,Addison DeWitt
705,3380,Margo Channing
705,10606,Eve Harrington
705,10607,Karen Richards
705,10608,Bill Sampson
705,10609,Lloyd Richards
705,7684,Birdie Coonan
24481,85651,Billie Dawn
24481,85895,Harry Brock
24481,8252,Paul Verrall
24481,5792,Jim Devery
24481,1274075,Eddie
24481,91653,Congressman Norval Hedges
24481,91654,Mrs. Hedges
11787,2667,Veta Louise Simmons
11787,854,Elwood P. Dowd
11787,70492,Miss Kelly
11787,15978,Dr. Sanderson
11787,30228,Dr. Chumley
11787,130063,Myrtle Mae Simmons
11787,93664,Wilson
599,8252,Joe Gillis
599,8629,Norma Desmond
599,8630,Max von Mayerling
599,8631,Betty Schaefer
599,8632,Sheldrake
599,8633,Morino
599,8634,Artie Green
29993,89088,Delilah
29993,30290,Samson
29993,3361,The Saran of Gaza
29993,14730,Semadar
29993,51310,Prince Ahtur
29993,100788,Miriam
29993,117414,Hazel
1092,7664,Holly Martins
1092,15385,Anna Schmidt
1092,12726,Major Calloway
1092,40,Harry Lime
1092,14120,Karl the Porter
1092,29177,'Baron' Kurtz
1092,13376,Dr. Winkel
43388,20141,Elizabeth Curtis
43388,41235,Allan Quartermain
43388,67685,John Goode
43388,94198,Van Brun
43388,80621,Eric Masters
43388,1712378,Khiva (as Kimursi of the Kipsigi Tribe)
43388,1712379,Umbopa (as Siriaque of the Watussi Tribe)
114498,13576,Narrator (voice)
242968,3108700,Narrator
25209,97182,Annie Oakley
25209,39601,Frank Butler
25209,4343,Col. Buffalo Bill Cody
25209,30686,Chief Sitting Bull
25209,30211,Pawnee Bill
25209,4966,Charlie Davenport
25209,102372,Dolly Tate
129529,30510,Captain Webster Carey
129529,83743,Baronessa Giulia de Greffi
129529,13906,Baron Rocco de Greffi
129529,33747,Dr. Lunati
129529,15942,Countess Francesca de Cresci
129529,186359,Count Carlo de Cresci
129529,89691,Luigi
46990,19404,Narrator (voice)
242964,3348,Narrator
162352,63670,Narrator
25392,78793,Jim Barnes
25392,89525,Dr. Charles Cargraves
25392,14978,General Thayer
25392,93696,Joe Sweeney
25392,93698,Emily Cargraves
25392,191823,Businessman at Meeting (uncredited)
25392,975597,Factory Worker (uncredited)
32078,12149,Lt. Cmdr. Clinton 'Clint' Reed M.D.
32078,111578,Capt. Tom Warren
32078,5730,Nancy Reed
32078,3785,Blackie
32078,18861,Raymond Fitch
32078,40234,Neff - Newspaper Reporter
32078,85989,Vince Poldi - Younger Brother
488,4110,Charlie Allnut
488,6598,Rose Sayer
488,6599,The Brother
488,6600,Captain of Louisa
488,6609,First Officer
488,6610,Second Officer
488,6611,First Officer of Shona
702,10538,Blanche DuBois
702,10539,Stella Kowalski
702,9857,Harold Mitchell
702,3084,Stanley Kowalski
702,3143,Steve
702,2757,Pablo Gonzales
702,10540,Eunice
2769,13294,Jerry Mulligan
2769,5320,Lise Bouvier
2769,27966,Adam Cook
2769,27967,Henri Baurel
2769,13026,Milo Roberts
2769,3842837,Ballet Dancer (uncredited)
2769,3096345,Child in Ballet (uncredited)
25673,12151,George Eastman
25673,3635,Angela Vickers
25673,7632,Alice Tripp
25673,7641,Hannah Eastman
25673,119081,Earl Eastman
25673,8632,Defense Attorney Bellows
25673,7685,District Attorney R. Frank Marlowe
20088,1134936,Himself
20088,1134937,Himself
20088,1134938,Himself
20088,1134939,Himself
20088,1134940,Himself
20088,1134941,Himself
20088,1241125,Narrator
242980,50306,Benjy Miller
242980,9112,Doctor
242980,30518,Medical Social Worker
242980,4958,Narrator (voice)
242980,217756,Dickie
242980,83913,Psychologist
242980,115367,Hospital Clerk
27629,24937,Peter 'Pete' Garvey
27629,20391,Emmadel Jones
27629,65284,Winifred Stanley
27629,72059,Wilbur Stanley
27629,98465,William 'Pa' Jones
27629,46711,George Degnan
27629,98467,Theresa
46852,582247,Nibbles (voice) (uncredited)
179182,63670,Narrator
98328,232024,Enrico Caruso
98328,31844,Dorothy Benjamin
98328,1017303,Louise Heggar
98328,125554,Maria Selka
98328,88673,Carlo Santi
98328,81180,Park Benjamin
98328,94070,Giulio Gatti-Casazza
16380,15772,David Randall
16380,74542,Joyce Hendron
16380,62549,Dr. Tony Drake
16380,14508,Sydney Stanton
16380,113654,Dr. Cole Hendron
16380,153297,Julie Cummings
16380,56140,Dr. George Frye
46932,48959,Professor John Malcolm Francis Willingdon
46932,10029,Superintendent G.W. Folland
46932,257894,Goldie Phillips
46932,362811,Ann Willingdon
46932,153228,Stephen Lane
46932,11135,Mrs. Emily Georgina Peckett
46932,104302,"Arthur Lytton, the Prime Minister"
288,4068,Marshal Will Kane
288,3383,Mayor Jonas Henderson
288,2177,Deputy Marshal Harvey Pell
288,4070,Amy Fowler Kane
288,4069,Helen Ramírez
288,4071,Judge Percy Mettrick
288,4072,Martin Howe
1810,5401,Eufemio Zapata
1810,3084,Emiliano Zapata
1810,19216,Josefa
1810,9872,Fernando
1810,15676,Don Nacio
1810,1944,Pancho Villa
1810,19221,Soldadera
84214,113284,Lola Delaney
84214,13784,Doc Delaney
84214,33716,Marie Buckholder
84214,58423,Turk Fisher
84214,2644,Ed Anderson
84214,82861,Elmo Huston
84214,120005,Mrs. Coffman
32499,77081,Rosemary Bartlow
32499,2090,Jonathan Shields
32499,29623,Georgia Lorrison
32499,12308,Harry Pebbel
32499,19328,James Lee Bartlow
32499,40433,Fred Amiel
32499,29273,"Victor ""Gaucho"" Ribera"
10910,12515,Henri de Toulouse-Lautrec
10910,44715,Jane Avril
10910,30720,Myriamme Hayam
10910,67443,Countess de Toulouse-Lautrec
10910,67445,Louise Weber aka La Goulue
10910,1080220,Aicha
10910,14304,Madame Loubet
3109,4165,Sean Thornton
3109,70035,Mary Kate Danaher
3109,30495,Squire 'Red' Will Danaher
3109,13820,Michaleen Oge Flynn
3109,4303,Father Peter Lonergan
3109,12969,The Widow Sarah Tillane
3109,30496,Dan Tobin
104989,1492462,Commentator (voice)
104989,89733,Commentator (voice) (as Theodor Von Eltz)
51406,1058278,Neighbour on the Right
51406,1058279,Neighbour on the Left
65787,30124,Jane Froman
65787,19181,John Burn
65787,14831,Don Ross
65787,7684,Clancy
65787,9208,GI paratrooper
65787,29644,Jennifer March
65787,13963,Sister Marie
27191,97182,Holly
27191,35320,The Great Sebastian
27191,10017,Brad Braden
27191,83400,Phyllis
27191,77081,Angel
27191,854,Buttons
27191,51310,FBI Agent Gregory
68986,16421,Narrator (voice)
179184,63670,Narrator
51619,12689,John Ridgefield
51619,100784,Susan Garthwaite
51619,121003,Tony Garthwaite
51619,71785,Philip Peel
51619,118239,Jess Peel
51619,101501,Will
51619,656,Christopher Ridgefield
90968,12147,Capt. Christopher Jones
90968,37446,John Alden
90968,20124,Dorothy Bradford
90968,29655,William Bradford
90968,48959,William Brewster
90968,72717,Priscilla Mullins
90968,2177,Coppin
32961,12248,Henry 'Dutch' Holland
32961,12727,Albert Pendlebury
32961,40952,Lackery
32961,30119,Shorty
32961,109862,Mrs. Chalk
32961,107539,Miss Evesham
32961,47017,Parkin
632,8252,Sgt. J.J. Sefton
632,7347,Sgt. Stanislaus 'Animal' Kuzawa
632,9108,Lt. James Dunbar
632,834,Oberst von Scherbach
632,9109,Sgt. Harry Shapiro
632,9110,Sgt. 'Hoffy' Hoffman
632,9111,Sgt. Frank Price
11426,17752,Alma 'Lorene' Burke
11426,4347,Pvt. Angelo Maggio
11426,13784,1st Sgt. Milton Warden
11426,12151,Pvt. Robert E. Lee 'Prew' Prewitt
11426,20141,Karen Holmes
11426,2644,Capt. Dana Holmes
11426,3442,Cpl. Leva
804,1932,Princess Ann
804,8487,Joe Bradley
804,11998,Irving Radovich
804,11999,Mr. Hennessy
804,12000,Ambassador
804,12001,Countess Vereberg
804,12002,Gen. Provno
18019,3084,Marc Antoine
18019,2091,Brutus
18019,11857,Cassius
18019,4343,Jules César
18019,8254,Casca
18019,93805,Calpurnia
18019,20141,Portia
29912,5341,Marcellus Gallio
29912,14500,Diana
29912,30290,Demetrius
29912,16420,Pontius Pilate
29912,5795,Abidor
29912,12282,Peter
29912,29313,Justus
3110,30510,Shane
3110,30210,Marian Starrett
3110,18803,Joe Starrett
3110,30511,Joey Starrett
3110,3785,Jack Wilson
3110,8258,Chris Calloway
3110,30512,Fred Lewis
11383,63670,Narrator
243009,63670,Narrator
43350,5320,Lili Daurier
43350,3754,Paul Berthalet
43350,18766,Marc
43350,44715,Rosalie
43350,40620,Jacquot
43350,30529,Peach Lips
43350,78778,Proprietor
46011,109897,Sally Adams
46011,13295,Kenneth Gibson
46011,77675,Princess Maria
46011,3361,General Cosmo Constantine
46011,110135,Pemberton Maxwell
46011,4122,Prince Hugo
46011,37884,August Tantinnin
14117,8237,Calamity Jane
14117,39601,Wild Bill Hickok
14117,76382,Katie Brown
14117,45291,Lieutenant Danny Gilmartin
14117,93696,Francis Fryer
14117,34320,Henry Miller
14117,55701,Rattlesnake
32089,67230,Professor Owl / Bertie Birdbrain
32089,999505,Penelope Pinfeather
32089,937785,Susy Sparrow
32089,150739,The Mellomen
243003,175505,Johnny Green
162106,63670,Narrator
8974,56442,Dr. Clayton Forrester
8974,103079,Sylvia Van Buren
8974,93625,Pastor Dr. Matthew Collins
8974,2648,Maj. Gen. Mann
8974,179462,Fiddler Hawkins (uncredited)
8974,954443,Col. Ralph Heffner
8974,56445,Dr. Bilderbeck
16535,20125,Richard Ward Sturges
16535,14974,Julia Sturges
16535,9208,"Gifford ""Giff"" Rogers"
16535,80600,Annette Sturges
16535,7684,Maude Young
16535,32923,Capt. Edward John Smith
16535,5403,George S. Headley
654,3084,Terry Malloy
654,2639,Edie Doyle
654,9857,Father Barry
654,5248,Johnny Friendly
654,522,Charley Malloy
654,9862,Kayo Dugan
654,9865,Glover
34689,8254,Oscar Muldoon
34689,4110,Harry Dawes
34689,25787,Maria Vargas
34689,38037,Alberto Bravano
34689,24499,Eleanora Torlato-Favrini
34689,29327,Count Vincenzo Torlato-Favrini
34689,115780,Jerry
2438,4070,Georgie Elgin
2438,24937,Frank Elgin
2438,8252,Bernie Dodd
2438,24938,Philip Cook
2438,14874,Larry
2438,26027,Lounge Singer
2438,26028,Ed
173,2090,Ned Land
173,2091,Captain Nemo
173,2092,Prof. Pierre Arronax
173,2094,Conseil
173,2096,First Mate of the Nautilus
173,2097,Capt. Farragut
173,2098,John Howard
41503,20125,John Frederick Shadwell
41503,24815,Miss Frances
41503,19216,Anita Hutchins
41503,10508,Prince Dino di Cessi
41503,30780,Maria Williams
41503,29327,Georgio Bianchi
41503,5792,Burgoyne
6620,1932,Sabrina Fairchild
6620,8252,David Larrabee
6620,4110,Linus Larrabee
6620,50833,Oliver Larrabee
6620,5182,Thomas Fairchild
6620,16759,Elizabeth Tyson
6620,50834,Gretchen Van Horn
43349,97207,Moritō Endō
43349,7451,Lady Kesa
43349,134020,Wataru Watanabe
43349,1173583,Shigemori
43349,1029792,Rokurō
43349,30470,Kogenta
43349,123381,Gen Kiyomori
114499,63670,Narrator
243023,5341,Narrator (voice)
17761,4165,Dan Roman
17761,14965,May Holst
17761,41245,Lydia Rice
17761,2493,John Sullivan
17761,20418,Sally McKee
17761,57329,Ed Joseph
17761,29520,Gustave Pardee
16563,82405,Bride Milly Pontipee
16563,39601,Brother Adam Pontipee
16563,121766,Brother Benjamin Pontipee
16563,6725,Brother Gideon Pontipee
16563,138393,Brother Frank Pontipee
16563,15973,Bride Dorcas Galen
16563,10929,Bride Ruth Jensen
205712,2771,Mr. Magoo (voice)
163370,16125,Craig
163370,1951276,Alden
163370,2775,Connor
17729,854,Glenn Miller
17729,41216,Helen Burger Miller
17729,4073,Chummy MacGregor
17729,15978,Don Haynes
17729,30272,Si Schribman
17729,14451,General Arnold
17729,2497,W. Kranz
42328,12147,Matt Devereaux
42328,9208,Joe Devereaux
42328,19216,Barbara
42328,12149,Ben Devereaux
42328,4069,Señora Devereaux
42328,39753,Mike Devereaux
42328,94070,Two Moons
15919,7502,Marty Piletti
15919,78934,Clara Snyder
15919,78935,Mrs. Theresa Piletti
15919,78936,Aunt Catherine
15919,78937,Angie
15919,15644,Virginia
15919,41720,Tommy
37853,3151,Ensign Pulver
37853,4958,Lieutenant Roberts
37853,5788,The Captain
37853,32428,Doc
37853,37469,Lieutenant Ann Girard
37853,4303,Dowdy
37853,45291,Mannion
65550,4421,Serafina Delle Rose
65550,13784,Alvaro Mangiacavallo
65550,117617,Rosa Delle Rose
65550,151470,Seaman Jack Hunter
65550,19967,Estelle Hohengarten
65550,2752,Bessie
65550,56445,Father De Leo
220,2752,Kate Trask
220,2749,Cal Trask
220,2750,Abra Bacon
220,2669,Adam Trask
220,2751,Aron Trask
220,2753,Sam the Sheriff
220,2755,Will Hamilton
39940,8252,Hal Carter
39940,5729,Madge Owens
39940,30233,Rosemary - The School Teacher
39940,13785,Flo Owens
39940,30043,Millie Owens
39940,19153,Alan Benson
39940,857,Howard Bevans
381,2638,John Robie
381,4070,Frances Stevens
381,2640,Jessie Stevens
381,5182,H. H. Hughson
381,2566,Bertani
381,5183,Danielle Foussard
381,5185,Foussard
28575,30124,Lillian Roth
28575,3090,Tony Bardeman
28575,11998,Burt McGuire
28575,2752,Katie Roth
28575,9108,Wallie
28575,33722,David Tredman
28575,19221,Selma
53879,39554,Dr. Han Suyin
53879,8252,Mark Elliott
53879,10925,Humphrey Palmer-Jones
53879,95263,Adeline Palmer-Jones
53879,138179,Dr. John Keith
53879,19110,Anne Richards
53879,10344,Robert Hung
114500,2252325,Narrator
114500,2251961,
167097,63670,Narrator
13936,82387,Curly McLain
13936,77081,Ado Annie Carnes
13936,16002,Will Parker
13936,129521,Aunt Eller
13936,60158,Laurey Williams
13936,11998,Ali Hakim
13936,6577,Mr. Carnes
33444,33923,Speedy Gonzales / Sylvester / Various Mice (voice)
33444,110654,Mice (voice) (uncredited)
35580,8252,Lt. Harry Brubaker
35580,4070,Nancy Brubaker
35580,13576,Rear Adm. George Tarrant
35580,1937,Mike Forney
35580,7347,Beer Barrel
35580,8233,Cmdr. Wayne Lee
35580,106159,Kimiko
40633,8237,Ruth Etting
40633,5788,Martin Snyder
40633,44728,Johnny Alderman
40633,46711,Bernard V. Loomis
40633,19414,Frobisher
40633,69026,Georgie
40633,14976,Paul Hunter
43318,3381,Dr. Thomas King
43318,7331,Marjorie Lawrence
43318,10222,Cyril Lawrence
43318,30228,Bill Lawrence
43318,115330,Dr. Ed Ryson
43318,33746,Clara
43318,85990,Jim Owens
16520,14528,King Mongkut of Siam
16520,20141,Anna Leonowens
16520,13299,Tuptim
16520,9912,Kralahome
16520,80573,Lady Thiang
16520,80574,Louis Leonowens
16520,80575,Prince Chulalongkorn
29592,5401,Paul Gauguin
29592,2090,Vincent van Gogh
29592,12250,Theo van Gogh
29592,53818,Christine
29592,11027,Dr. Gachet
29592,93163,Roulin
29592,33090,Anton Mauve
38171,4111,Anna Koreff / Anastasia
38171,14528,General Sergei Pavlovich Bounine
38171,47439,Dowager Empress Maria Feodorovna
38171,30719,Boris Adreivich Chernov
38171,20127,Baroness Elena von Livenbaum
38171,85345,Chamberlain
38171,34594,Piotr Ivanovich Petrovin
69605,10487,Marylee Hadley
69605,18735,Mitch Wayne
69605,7570,Lucy Moore Hadley
69605,2493,Kyle Hadley
69605,46711,Jasper Hadley
69605,109406,Biff Miley
69605,2096,Dan Willis
28000,3636,Rocky Graziano
28000,99374,Norma Graziano
28000,11027,Irving Cohen
28000,40618,Ma Barbella
28000,2770,Romolo
28000,14505,Nick Barbella
28000,987050,Benny
2897,14261,Phileas Fogg
2897,29518,Passepartout
2897,10027,Whist Partner
2897,6599,Ralph
2897,29519,Monsieur Gasse
2897,29520,Mr. Fix
2897,29273,Achmed Abdullah
78331,85651,Laura Partridge
78331,111578,Edward L. McKeever
78331,8632,Clifford Snell
78331,5182,John T. 'Jack' Blessington
78331,219017,Harry Harkness
78331,54682,Amelia Shotgraven
78331,83801,Warren Gillie
1712,3635,Leslie Lynnton Benedict
1712,18735,"Jordan ""Bick"" Benedict Jr."
1712,2749,Jett Rink
1712,14701,Luz Benedict II
1712,18736,Vashti Synthe
1712,14001,Uncle Bawley
1712,18737,Luz Benedict
60234,230786,Self
243045,2669,Narrator
405,5401,Zampanò
405,5402,Gelsomina
405,5403,Il 'Matto'
405,5404,Il Signor Giraffa
405,5405,La Vedova
405,5406,La Suorina
405,5407,(uncredited)
574,854,Dr. Ben McKenna
574,8237,Jo McKenna
574,8238,Lucy Drayton
574,8239,Edward Drayton
574,89064,Buchanan
574,24814,Louis Bernard
574,975645,Ambassador
243043,2771,Mr. Magoo (voice)
243038,1356743,Narrator (voice)
243038,1975128,Himself
203901,29675,Morry
203901,30119,Fender
203901,12828,Mr. Ranting
203901,2150256,Gravedigger
203901,30676,Rabbi
6844,10017,Moses
6844,14528,Rameses
6844,10606,Nefretiri
6844,13566,Dathan
6844,41240,Sephora
6844,48958,Lilia
6844,39608,Joshua
107443,105633,Leonardo
107443,86351,Rafael Rosillo
107443,233128,Maria
107443,184402,Don Alejandro
107443,55997,Marion Randall
107443,34334,Señor Vargas (uncredited)
107443,623776,Father Valverde (uncredited)
15265,78186,"Pascal, the Little Boy"
15265,142935,The Irritated Schoolmaster
15265,9605,A Tenant
15265,1189121,Pascal's Father
15265,3219592,Pascal's Mother
15265,1941383,Little Girl with Blue Balloon
15265,2650337,
826,12248,Col. Nicholson
826,8252,Cmdr. Shears
826,10018,Maj. Warden
826,12249,Col. Saito
826,12250,Maj. Clipton
826,12251,Lt. Joyce
826,10029,Col. Green
40885,124933,Katsumi
40885,7503,Joe Kelly
40885,3084,Major Lloyd Gruver
40885,70564,Eileen Webster
40885,16896,Capt. Mike Bailey
40885,10022,Mrs. Webster
40885,123187,Hana-ogi
28285,109410,Eve White / Eve Black / Jane
28285,14831,Ralph White
28285,5248,Doctor Curtis Luther
28285,109411,Doctor Francis Day
28285,1823722,Secretary
28285,30519,Mrs. Black
28285,12356,Mr. Black
43232,13294,Barry Nichols
43232,99662,Joanne Henderson
43232,142385,Lady Sybil Wren
43232,42109,Angèle Ducros
43232,151651,Pierre Ducros
43232,10655,Sir Gerald Wren
43232,10924,Judge
114502,13576,Albert Schweitzer (voice)
114502,1272807,Self (archive footage)
114502,16523,Narrator (voice)
114502,1272808,Young Albert Schweitzer
114502,1272809,Albert Schweitzer's Mother
114502,3548579,Self
19426,5402,Maria 'Cabiria' Ceccarelli
19426,27440,Oscar D'Onofrio
19426,543085,Wanda
19426,31989,Alberto Lazzari
19426,5404,The wizard
19426,125357,Jessy
19426,128674,"Amleto, 'il magnaccia'"
133792,4347,Joe E. Lewis
133792,99662,Martha Stewart
133792,82170,Letty Page
133792,11998,Austin Mack
133792,83987,Cassie Mack
133792,19426,Swifty Morgan
133792,89834,Captain Hugh McCarthy
100395,33923,Sylvester / Tweety / Clarence / B.A. Cats (voice)
15876,10158,Capt. Murrell
15876,10459,Kapitän von Stolberg
15876,10226,Lt. Ware
15876,6609,Heinie Schwaffer
15876,40203,Doctor
15876,78901,Von Holem
15876,78902,Lt. J.G. Crain
33668,8487,Mike Hagen
33668,7570,Marilla Brown Hagen
33668,39602,Lori Shannon
33668,14574,Ned Hammerstein
33668,5731,Zachary Wilde
33668,3442,Maxie Stultz
33668,93664,Charlie Arneg
43136,14261,David Angus Pollock
43136,13325,Pat Cooper
43136,20141,Sibyl Railton-Bell
43136,33741,Ann Shankland
43136,13784,John Malcolm
43136,3366,Mrs. Railton-Bell
43136,46098,Gladys Matheson
12501,2753,Rufus Hannassey
12501,8487,James McKay
12501,14500,Julie Maragon
12501,14701,Patricia Terrill
12501,10017,Steve Leech
12501,30527,Major Henry Terrill
12501,30304,Ramón Guiteras
28577,30124,Barbara Graham
28577,14063,Edward S. 'Ed' Montgomery
28577,101768,Peg
28577,6609,Carl G.G. Palmberg
28577,101877,Henry L. Graham
28577,2649,Emmett Perkins
28577,101878,John R. 'Jack' Santo
17281,5320,"Gilberte ""Gigi"""
17281,112972,Honoré Lachaille
17281,10508,Gaston Lachaille
17281,20603,"Madame Alvarez (""Mamita"")"
17281,44714,Liane d'Exelmans
17281,151651,Sandomir
17281,100781,Aunt Alicia
11414,3150,John 'Joker' Jackson
11414,16897,Noah Cullen
11414,6609,Sheriff Max Muller
11414,8233,Capt. Frank Gibbons
11414,4072,Big Sam
11414,69811,Solly
11414,4307,Mack
114503,63670,Narrator
243179,63670,Narrator
427,5763,Monsieur Hulot
427,5764,Monsieur Arpel
427,5765,Madame Arpel
427,5766,Monsieur Pichard
427,5767,"Betty, Landlord's Daughter"
427,5768,Walter
427,5769,Neighbor
11331,12147,The Old Man
11331,69025,"Manolin, the Boy"
11331,69026,"Martin, the Cafe Bartender"
11331,69027,Cafe Proprietor (uncredited)
11331,1558998,Tourist (uncredited)
11331,474632,Gambler (uncredited)
11331,34819,Gambler (uncredited)
106927,33923,Bugs Bunny / Yosemite Sam (voice)
17352,29327,Emile De Becque
17352,99662,"Ensign Nellie Forbush, USN"
17352,62881,"Lt. Joseph Cable, USMC"
17352,4093,Luther Billis
17352,99663,Bloody Mary
17352,16096,Liat
17352,866,"Capt. J.M. Brackett, USN"
56931,6725,Tom Thumb
56931,21874,Woody
56931,189843,Forest Queen
56931,29427,Ivan
56931,12446,Antony
56931,8239,Jonathan
56931,238576,Anne
665,10017,Judah Ben-Hur
665,10021,Scheich Ildirim
665,10020,Messala
665,10018,Quintus Arrius
665,10019,Esther
665,10022,Miriam
665,10023,Tirzah
43103,12266,Alice Aisgill
43103,14729,Joe Lampton
43103,97571,Susan Brown
43103,14372,Mr. Brown
43103,38358,Charles Soames
43103,5827,Elspeth
43103,122908,Aunt
2576,7632,Petronella Van Daan
2576,26142,Anne Frank
2576,24820,Otto Frank
2576,6679,Peter Van Daan
2576,26147,Edith Frank
2576,23708,Hans Van Daan
2576,6930,Margot Frank
239,3150,Joe / Josephine
239,3151,Jerry / Daphne
239,3149,Sugar Kane Kowalczyk
239,3152,Spats Colombo
239,3155,Detective Mulligan
239,3156,Osgood Fielding III
239,3160,Little Bonaparte
12552,72874,Kommentar
12552,26957,Kommentar
12552,72875,Erzähler
12552,72881,Himself
448124,128330,María
448124,105152,Víctor
448124,89772,Carlos Aranda
448124,100688,Laura
448124,1110877,Raúl Chaco
448124,231022,Pedro
448124,31695,Inspector de policía
40423,274344,Orfeo
40423,17581,Eurydice
40423,1116072,Mira
40423,560262,Serafina
40423,1116073,Death
40423,1116075,Chico
40423,1116074,Hermes
1940,16897,Porgy
1940,20155,Bess
1940,20156,Sportin' Life
1940,20157,Maria
1940,2112,Crowne
1940,20158,Clara
1940,20159,Jake
33725,4347,Tony Manetta
33725,13566,Mario Manetta
33725,7331,Eloise Rogers
33725,7684,Sophie Manetta
33725,19109,Shirl
33725,4966,Jerry Marks
33725,6463,Fred
71255,1100030,Mark (voice)
71255,957760,Hampy (voice) (as Hampy Hubley)
243183,4432568,The Boy
243183,4432569,The Villain
243183,1580993,The Carnival Man
4952,8237,Jan Morrow
4952,18735,Brad Allen
4952,40206,Jonathan Forbes
4952,7684,Alma
4952,2787,Tony Walters
4952,40247,Marie
4952,30005,Harry
22013,13784,Elmer Gantry
22013,60158,Lulu Bains
22013,14500,Sister Sharon Falconer
22013,11128,Jim Lefferts
22013,29313,William L. Morgan
22013,113653,Sister Rachel
22013,29719,George F. Babbitt
967,14501,Lentulus Batiatus
967,2090,Spartacus
967,3359,Marcus Licinius Crassus
967,14500,Varinia
967,10921,Sempronius Gracchus
967,7304,Julius Caesar
967,3150,Antoninus
23724,3635,Gloria Wandrous
23724,14729,Weston Liggett
23724,90516,Steve Carpenter
23724,58414,Emily Liggett
23724,68642,Mrs. Wandrous
23724,13785,Mrs. Fanny Thurber
23724,5254,Dr. Tredman
284,3151,C.C. Baxter
284,4090,Fran Kubelik
284,4091,Jeff D. Sheldrake
284,4093,Joe Dobisch
284,4094,Dr. Dreyfuss
284,571911,Al Kirkeby
284,4097,Mrs. Margie MacDougall
53939,67916,Clara Dawes
53939,12726,Walter Morel
53939,923,Paul Morel
53939,13325,Gertrude Morel
53939,97571,Miriam Leivers
53939,101720,William Morel
53939,11133,Baxter Dawes
39219,82388,Larry Gilbert
39219,40174,Kitty Weaver
39219,14683,Mary Gilbert
39219,96850,Jack Weaver
39219,170543,Hamilton Busbee
39219,2644,Doc Mason
39219,126912,Connie Mason
243196,1572632,Giuseppina
243196,52663,Rossi
11656,2201,Töre
11656,70359,Märeta
11656,6662,Ingeri
11656,70361,Karin
11656,48574,Thin Herdsman
11656,3857,Beggar
11656,244278,Mute Herdsman
1941,3636,Ari Ben Canaan
1941,2639,Kitty Fremont
1941,12689,Gen. Sutherland
1941,4353,Maj. Caldwell
1941,5248,Barak Ben Canaan
1941,2770,Dov Landau
1941,39608,Taha
129553,21605,Franz Liszt
129553,14262,Princess Carolyne Wittgenstein
129553,9763,Countess Marie D'Agoult
129553,86104,Georges Sand
129553,88663,Richard Wagner
129553,127914,Frederic Chopin
129553,23708,Potin
43039,29902,Ilya
43039,14227,Homer Thrace
43039,65897,Tonio
43039,140177,Jorgo
43039,932750,Captain
43039,932751,Despo
43039,932752,Skoupidis
220905,27517,Narrator / General / Soldiers (voice)
220905,2070876,Munro (voice)
220905,69051,Sergeant (voice)
220905,2070877,Girl / Munro's mother (voice)
11209,4165,Col. Davy Crockett
11209,12149,Jim Bowie
11209,14729,Col. William Travis
11209,22092,Smitty
11209,30560,Capt. James Butler Bonham
11209,94776,Flaca
11209,55890,Mrs. Sue Dickinson
2134,8229,H. George Wells
2134,21874,David Filby / James Filby
2134,21876,Weena
2134,21877,Dr. Philip Hilyer
2134,5731,Anthony Bridewell
2134,13786,Walter Kemp
2134,21878,Mrs. Watchett
821,12150,Hans Rolfe
821,12147,Dan Haywood
821,13784,Ernst Janning
821,12149,Tad Lawson
821,2896,Mrs. Bertholt
821,9066,Irene Hoffman Wallner
821,12151,Rudolph Petersen
1725,13299,Anita
1725,24880,Bernardo
1725,2769,Maria
1725,6679,Tony
1725,6725,Riff
1725,14063,Lieutenant Schrank
1725,18870,Doc
24167,16757,Cesira
24167,3829,Michele Di Libero
24167,3268,Giovanni
24167,99531,Rosetta
24167,225484,"Filippo, il padre di Michele"
24167,45036,un fasciste
24167,25780,un fermier
